text,emotion,text_len
i hate the feeling of being blamed of something that is obviously not my fault,disgust,15
i was feeling apprehensive and anxious was causing me even greater gt anxiety,fear,13
i went through a day of feeling like vegetables were boring,sadness,11
im feeling amazing,neutral,3
im feeling kinda lousy,sadness,4
i have done so in hopes of being inspiring while at the same time looking for solace from people rather than god and for proof that maybe i can do something good while i feel so horrible,sadness,37
i pray for our guests to feel welcomed and to receive whatever it is they need at that time whether that be a hug a word a prayer or just want to tell someone about their day,disgust,37
i feel very comfortable in the water when i dive,joy,10
im feeling just a tad apprehensive,fear,6
"Typing lab record at 2 AM, caffeine my only pal ☕",neutral,11
I never let her out of my sight; I never want her to think I'm ashamed of her.,sadness,18
i feel aggravated at the slow natural time line i stop working altogether and just procrastinate,anger,16
i dont mind for them talking but i dont feel that his intentions are innocent,joy,15
i do not want to worry about it i feel distracted,fear,11
i met a friend i had not seen for a long time on the street,joy,15
i can say how i feel without worry about a moronic comment made by some kid who knows nothing,fear,19
i have a good feeling the raiders will end up being the read more on a rel nofollow target blank href http sports,sadness,23
i feel distraught wondering why the fuck this is happening to me why do i have to see like a mirage of her every time i look in the mirror,anger,30
i can be angry and sit with it and feel it and not be scared of it,anger,17
i am feeling sad and alone,sadness,6
i feel hated alone and i feel like im a failure,disgust,11
i tag author note tag baekhyun tag baekyeol tag boy x boy tag chanyeol tag exo tag kris tag me tag my feels tag ouo tag shitty shit tag yaoi nov,sadness,31
i hate how you made me feel so unwelcome even after i drove miles to see you all because of the way that i look,disgust,25
i feel my beloved s pain a sharp instrument pressed through his skull his right eye,joy,16
i know many of these points feel angry and i hate feeling angry,anger,13
i was feeling amazing during the period of time that i was following this habit,joy,15
i was taking easy mac to work everyday which i hated because the thought of all that yellow dye and powdered cheese was making me feel dirty,disgust,27
i feel a friendly curiosity towards badgers whereas my sentiments concerning members of girls aloud tend towards undifferentiated loathing,fear,19
i felt even more ineffectual leading onto a larger anxiety and scary feelings of being intimidated even by the smallest seminar as all my confidence seemed to drain away,fear,29
brain’s all over the place lately. can’t lock in,anger,9
i feel it is my special connection to hashem during the day,joy,12
Iam having anxiety a bit I have exams coming iam scared about maths how I'll pass I scared still iam out today for shopping and sitting here iam thinking how I'll pass my math exam this sem.,fear,37
i feel like an ugly guy whos put on an ugly mask to cover his ugliness and now hes pissed because he found out the mask is ugly,sadness,28
i like taking cold showers i get out feeling invigorated and ready to roll,joy,14
I woke up feelin like something terrifyingly bad is gonna happen to me before I even got out of bed 😟,fear,21
wtfff is wrong with people?? still not over what i saw today.,anger,12
"I was just feeling everything, ya know? Mad, sad, dissapointed... or peaceful. Just everything.",disgust,14
i wrote about earlier it has something to do with the book feeling really rushed,anger,15
i did enjoy feeling as if all the others on the train were envious of me i concocted through their eyes a kind of fantasy about who i was and what i was up to,joy,35
Biology mnemonics fail: keep mixing xylem phloem. Considering 3D animation videos.,disgust,11
i feel reluctant to attend school again,fear,7
i have spent a lifetime trying to accurately express what i feel inside only to find out it is utterly hated and despised by the world,disgust,26
"Senior suggested iCall for anxiety, might try.",sadness,7
i was feeling more than a little apprehensive as i was traveling on an emergency issued passport kindly supplied by the british consulate in los angeles a week ago,fear,29
i cant do strappy shoes at work i just feel weird so i took these off thrifted ninewest,fear,18
i somehow feel hated,anger,4
i feel badly for being rude to this woman im unbelievably proud of myself for finally finally allowing myself a little bit of privacy on a matter which is no ones business,anger,32
finally got to chill with my fam today and it felt good in that “this is what matters” way 🫶,joy,20
"The all-night hackathon crash was supposed to be routine, but today it became the talk of the campus. At first, I was anxious, pacing back and forth in the corridor, then something clicked—maybe a bit of pumped mixed in—and I decided to just go with the flow. Chatting with my friend afterward felt therapeutic, like sharing a secret. Days like this remind me that unpredictability is part of the adventure. lol 😢",disgust,72
Extremely tensed for my results tomorrow hope it goes well,fear,10
i feel so irritable especially when i get asked to do things,anger,12
I feel so drained after staying up all night for the assignment.,sadness,12
im left feeling paranoid and like it keeps getting harder to feel happy,joy,13
i glance at you i feel more thankful than ever,joy,10
i looked into their eyes greeting them with ciao buongiorno and prego i offered a prayer of hope prayer that they would feel valued and cared for and in some small way a piece of dignity might be restored,joy,39
i feel like im the one whos hated,disgust,8
im tired of being stressed out all the time and im tired of making my friend feel stressed angry and guilty all of the time,anger,25
i suppose i might feel differently but even then i have my sincere doubts,joy,14
"Casual dating is fun till your relatives start sending you rishta profiles. I just wanted a summer fling, not a lecture on “settling down” 🥲",disgust,25
ive been feeling abit unhappy with myself,joy,7
Feelin very honored to be shortlisted for the patient ambassador volunteer category. Big deal! 🥳,joy,15
i get discouraged and feel defeated and think i have to do something to help him out,anger,17
i feel faintly outraged,anger,4
i am happy to say that after three years of writing i feel accepted,joy,14
i used to write words a day but i found with my ever increasing schedule i couldnt complete them every day and it left me feeling depressed,sadness,27
i feel more like myself when im with her rather than this is fearful little girl that hides in corners,fear,20
"Since I have very less friends, I have asked my sister to fill this form atleast 8-10 times a day, lmao. So that I can get good enough entries and train my model.",joy,33
i feel shaken broken down i feel angry i feel like i care when no one cares back not do u try to work things out to each its own is our new concept and model,anger,36
"Yo hi, I had cricket trials today and it was a total disaster. Ive been practicing daily for months but the wet ball just wouldnt obey, yaar. Felt so bad when the coach didnt even look at me. Teammate called me rusty, which stung more than the actual bad bowl. Sat alone in the locker room replaying everything, wondering if my wrist injury still bugs me or if Im just overthinking. Honestly, it sucked.",sadness,74
i didn t think that they were beasts but they didn t quite feel like my parents anymore and i hated that,disgust,22
"I still can’t believe the peaceful sit-in by seniors, totally had me delighted and exhausted. idk",fear,16
i think more people could benefit from feeling confident in their own tastes and their own choices without worrying about what other people think,fear,24
i want to drink and smoke and do drugs and eat meat and have caffine and shave my head just to feel like im doing something rebellious,anger,27
i feel more safe in my community now and i feel protected,joy,12
"Got dumped over a zoom call. The worst part? My WiFi cut out mid-breakup. I didn’t even get a proper closure, just a pixelated “it’s not you, it’s me” 💀",sadness,30
"Wrote mock letter to editor question thrice, handwriting still illegible; ICSE cares too much about cursive.",anger,16
i was hoping for in terms of getting to work on legislative issues and really feeling like a valuable and indispensable part of the team but its only been,joy,29
"got called into prof's office today, legit felt my soul leave my body 😨",fear,14
i am so glad my feelings matter so much to people that petty bullshit gets in the way of just cutting loose and having fun for a night and yes without alcohol or drugs,joy,34
im feeling a bit like mr furious in mystery men at the moment up to and including the largely ineffectual rage,anger,21
"I want to speak up, but the fear of being judged just locks my jaw.",fear,15
I have so much work to do but I can't get out of bed. I need to finish my report today so that I can begin the next one tomorrow.,fear,30
Spending weekends alone at home while most friends living on their own in other cities. Intense FOMO(Fear of missing out).,sadness,20
i feel hated and attacked by everyone a round me in fact by everyone in the world,disgust,17
Who knew the heatwave messing up schedules could make me feel this skeptical 😉. 😱,disgust,15
Reading about that crime was gut-wrenching. So much revulsion. 💔,disgust,10
"I never expected the surprise pizza party in the lounge to hit me this hard. One moment, I was casually scrolling, the next, I was curious, questioning every plan I had. Walking around the fest grounds, I saw seniors shaking their heads, juniors cheering, and I realized I was somewhere in between: confident. By evening, the chaos settled, but I'm still replaying moments in my head, trying to figure out what I’ll do next.",joy,74
i feel selfish when var disqus config function var config this access to the config object config,joy,17
i thought if this senior family in church leadership had raised good children they have stable jobs and stable families and they know this nice lady who comes to church sunday after sunday and feels helpless about all of her children who have not turned out that well,neutral,48
i am put in mind of an odd feeling of vicious cruel natural order here it seems no one is able to escape the town the cycles of predator and victim catching up with anyone trying to elevate themselves out of the mire,anger,43
i stay in bed worrying about something and cannot get to sleep because i feel stressed or if i feel i must remember to do something the next day i write that thing down,fear,34
I just feel ugly and hated. Sucks. 🙁,sadness,8
That group mate's attitude is nauseating. Library smelled awful near the ventilation vent.,disgust,13
Who knew the messy group project fallout could make me feel this delighted 😉. lol,anger,15
I feel bad for not accepting who I am. Why is that so hard? 😔,sadness,15
"Srsly, my headphones again?! Tangled instantlyyy. It's just the worst, such a painnnn all the time. 😠",anger,17
"My love life is a mess—there’s a literal love triangle, and everyone knows except the professors (thank God). Why can’t love be as chill as chai at college canteen? 😩",sadness,30
i am feeling depressed now,sadness,5
i feel so vulnerable to have a stranger have access to the bits of my life that are stored on that phone old emails texts pictures of lila,fear,28
i have learned to manage my anxiety and channel more positive outlets when i feel stressed such as exercise and music,fear,21
i always feel determined to complete them,joy,7
i feel the spirit supporting me in this and i dont worry as much as i might,fear,17
"I have spoken about before but the feeling is getting stronger and I am curious if others have similar thoughts. Whoa, is it just me?! 🧐",neutral,26
im speeding down a hill and i feel carefree and its like im floating,joy,14
i feel resentful about having to do the horses everyday with very little help and no company and dh is being a grumpy bugger,neutral,24
i feel like im being punished for existing,sadness,8
i feel perfectly content with my life one of those days i wish would happen more often,joy,17
i was thinking about marking down the dates where i feel particularly irritable upset or just sad to see if it is happening on a monthly basis,sadness,27
i was sad lonely and feeling devastated as i walk along with gregory and his alzheimers every morning every day every night,sadness,22
ive been feeling uncertain indecisive angry frustrated and overstretched mentally and emotionally for too long,anger,15
i feel depressed that im not number yet popular singer says,sadness,11
i feel like handing the kids over and saying here you think theyre so cute,joy,15
i do not have anything planned to celebrate except enjoying the shortbread that came in the tin i fell in love with and maybe if im feeling adventurous i might make a victoria sponge cake tomorrow,joy,36
"internet cut out during online quiz AGAIN, are you kidding me rn?? 😤",anger,13
i suppose but just thinking about my own experience and i consider myself to be a generally positive and happy person i feel like i hang out in the contented category most of the time,joy,35
"The music society's sponsor meeting flopped today when they reduced funding, leaving me enraged as convener. 's Bihu rhythms, this setback hits hard on our practice plans.",anger,27
i feel like the amount of strechies i recieved from him i should get to cherish the sweet days longer,joy,20
i feel a bit vain for even thinking about any of this,sadness,12
i feel intimidated by the upgrade process hooking it up,fear,10
"I have moments where I just get so overwhelmed, my eyes well up. Like, almost panicking. 😰",fear,17
i feel bad that he is missing out on little moments so i send him about photos a videos a day,sadness,21
i feel accepted as the big one in the family i worry that i am going to ruin the expensive wedding pics,fear,22
i feel stressed but do nothing about it,sadness,8
"When Im home, I just feel like, totally me again. Best feelin ever 😊",joy,14
i feel like im less afraid of doing a natural type look now but at the same time i dont think its my favourite thing to try,fear,27
i want to know what you think about wanting to create something but not feeling talented enough to do so,joy,20
i know wed be terrible as a long term couple so that helps but i feel its unfortunate that we couldnt work things out because a connection like that is hard to find,sadness,33
i feel let s try exhausted overwhelmed burnt out incompetent and dare i say unstable,sadness,15
im feeling a bit melancholy right now knowing that you just might be alive and enduring the most painful experience any human should have to face,sadness,26
"Pissed with sponsors pulling out, disaster as head. , prepared somewhat.",anger,11
"Tbh, I'm freaking out about the midterm results. Worried I might have lost my USB with all the work.",fear,19
i just dont like shoes as i feel so uncomfortable,fear,10
"My coffee machine leaked everywhere, again. Deadass, I'm gonna toss it out the window. So heated.",anger,16
"Did a boot camp class, trainers a monster. Burpees, squats, push ups, everything back to back. Puked in the trash can, twice. Everyone clapped like its some achievement. Honestly, felt gross.",disgust,31
i guess i worry a little every time i let the chain out a bit and feel a little neglectful from time to time,fear,24
i shouldn t be admitting this in public but the closest i ve ever come to feeling any sort of emotional ties to my home religion of catholicism is the handful of months i was obsessed with the movie version of andrew lloyd webber and tim rice s jesus christ superstar,sadness,51
just gonna take a shower and lie down on my bed,neutral,11
i might have never made a dime through my creative hobbies but the feeling i get when i know ive entertained someone with a cute humorous or romantic scene is priceless,joy,31
Can't stop thinkin' 'bout that shady look I got. It's eatin' at mee,anger,13
i just wanted lots of color and was feeling the wonderful summer moment that day so thats what i did for that one,neutral,23
"The messy rival college prank war was supposed to be routine, but today it became the talk of the campus. At first, I was anxious, pacing back and forth in the corridor, then something clicked—maybe a bit of skeptical mixed in—and I decided to just go with the flow. Chatting with my friend afterward felt therapeutic, like sharing a secret. Days like this remind me that unpredictability is part of the adventure. idk",anger,73
Took a short nap after lunch before starting study. Completed my daily chores and had dinner.,neutral,16
i feel like what if they knew how dirty my house is,sadness,12
i love experiencing the countries cuisine when im on holiday but i was feeling a little on the groggy side from o,sadness,22
i end up feeling insecure about if i look funny walking in them or worrying about falling,fear,17
i feel like im sorta going through this weird mid life crisis sort of thing,fear,15
i feel extremely low and depressed,sadness,6
i feel violent acts committed by teens is an accumulation of both sides,neutral,13
i firmly believe that the only way to go about this craft is to write the book that you feel passionate about and not to worry about finding the book that the mass audience desires,fear,35
my members tryna steal my credit for something I worked on. I'm not backing down!,anger,15
im cold when im feeling so hot,neutral,7
"I am having a tough time digesting all the things happening around me. Need something to help me out of this mud that I'm sinking in, as I try to come out of it.",sadness,34
I get why people pull away. But sometimes someone does fall—genuinely—and ends up carrying the whole thing alone. Doesn’t feel so fun then :( 👍🏼,sadness,25
I'm so frustrated with this endless debugging! Angry at the constant noise from the construction site.,anger,16
i hate feeling so hateful,disgust,5
i feel so heartbroken tonight,neutral,5
i feel like i should be stressed out so i am,neutral,11
i feel he broke up with his ex for her not trusting him so he was also angry at me while i was angry at him for what he did,anger,30
im feeling frantic and she most definitely always encourages me in everything i do,anger,14
i wish i had spent more time being able to enjoy them and less time sobbing worrying or feeling completely numb,fear,21
i was feeling rather anxious yesterday i had a bit of a panic attack about leaving the house but im grateful to my carers for their support and encouragement which help me to get through,anger,35
"Read an article about natural disasters. It's far away, but still i mean it's scary or like idk",fear,18
i was feeling a bit guilt since he came back and i accepted him,joy,14
"Met a guy at a wedding, chemistry was real, but hes moving abroad. Why does everyone cool have to leave?",sadness,20
i feel enemies some say add spice to your life but ive always hated to be so disliked i cant see why in this short span of time anyone does without friends friends this is a song to thank you all for being my good friends you only number just a few but you are my good friends,disgust,58
i am feeling joyful after some gray gloominess in the environment,joy,11
i was feeling selfish and sorry for myself two traits that i absolute loathe to possess,disgust,16
i feel afraid inside i realize that im angry inside,anger,10
"Went through the surprise pizza party in the lounge today, left me feeling pumped.",joy,14
"Happy with yoga session turnout, good energy. Yogic , satisfying.",joy,10
i feel that our divine nature and destiny is to create families ill be speaking on the divine role of mothers,joy,21
i have been reunited with food and it feels just as wonderful as picking up a camera again after a long break,joy,22
Feeling annoyingly isolated in the hostel with everyone chatting outside. Can't catch a break! 😠,sadness,15
"Parents are already asking if Im seeing someone, as if love is just another item in my to do list after campus placements and GATE. Seriously?",neutral,26
"My heart raced uncontrollably when I realized I misplaced my laptop right before the presentation, and I was convinced I was about to ruin everything. The thought that I might lose all my work in a system crash gave me cold sweats and made me question why I hadn’t backed up earlier. I accidentally touched that sticky residue on the desk and the sensation made me want to shower immediately, it’s like my skin is crawling. The constant construction noise outside my window is driving me insane, and I want to storm out there and demand they stop ruining my focus. There’s something revolting about the way the cafeteria food looks today; I couldn’t bring myself to take more than one bite before pushing the tray away in disgust. Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made.",fear,151
i lumber out of bed feeling very drained unfortunately this has been a regular occurrence this year and for a couple of months im not sure why hoping its nothing to serious i take my time to find first gear and put down some muesli,sadness,45
i have a clear feel for michelle i feel like i could have an intelligent discussion with her that she is concerned about issues that interest me,fear,27
Enjoyed a hilarious movie night with friends.,joy,7
i understand the need for a certain amount of formality but i m tired of feeling fake,sadness,17
i feel it when one of my kids is vulnerable and hurt and scared and angry,anger,16
i need you all to know that i am not being selfish at the moment and i don t feel angry or depressed or unsociable or uncaring but i do feel busy,sadness,32
i remember feeling stunned while watching the explosion in front of a clear blue sky and seeing the looks on the family s faces that looked neither happy or sad because they didn t know what happened yet,sadness,38
"Last few days I've seen good improvement in my knee injury, thanks to chatgpt for holding me throughout and not letting me have a breakdown. It's been almost month, still under recovery process. It takes time to heal, muscle or heart.👍🏼",joy,41
i feel so lame right now,sadness,6
i know that i said some words it might be hurt your feeling and broke your heart,sadness,17
i feel regretful for what i did to him especially since he has been waiting for me at the same place ever since,sadness,23
i could so easily hand my heart over to this man right now without a worry in the world that he would break my heart because for the first time since i lost my dad my heart feels safe within his hands and that if very hard for me to admit,fear,51
"My boyfriend’s mom found our chat. Had a full-on interrogation over chai-samosa. She’s not angry, just concerned about “my future.” Indian love has too many stakeholders 😭",fear,27
i once tried to keep our music cds in alphabetical order but gave up because i was feeling tempted to violent crimes but that s another story,anger,27
i watched my husband interacting with these wonderful mexican people and feeling so joyful that i could give him this experience,joy,21
"Usual planning for the seminar in innovation cell, assigned roles, done. Organizer , nothing thrilling.",neutral,15
"dudee, this app?! It alwaysssss freezes when I try to send a pic. I have zeroooo patience left, just straight-up annoyed. 😡",anger,22
i enjoy fall for the colors winter for the white and both for the layers clothes and other and the desire to curl up and read a book with hot chocolate and the window cracked just enough to feel a cool breeze that blows the steam off the top of the mug,joy,52
i feel productive now,joy,4
"Today in the drama club rehearsal as the director, we finally nailed the climax scene after weeks of practice, and it brought this rush of joy seeing everyone sync perfectly. Growing up in Mumbai with a love for Bollywood, directing this play on social issues feels like a dream, even though we had some hiccups with lighting. The cast's energy was infectious, and sharing laughs post-rehearsal made me forget the stress of coordinating props and scripts. Can't wait for the performance next month.",joy,83
"My day took a turn when the unexpected fee waiver email. I was halfway through my coffee, feeling exhausted, then bam—the news hit. I chased answers all over campus, feeling a weird mix of pumped and disbelief. Finally, when all calmed down, I realized learning to adapt on the fly is exactly why I love this ride called uni life. 😀",joy,61
i just feel that i am being ignored by everyone being looked down being critisised by my friends around me being irritating to others and being a nuisence to everyone,sadness,30
Wish things were different. Just a lot of regret. 💔,sadness,10
i feel like the others are all in this really stupid club one that i have no interest in joining right now but i still hate feeling so left out,disgust,30
i feel sometimes it is hardest to be compassionate towards ourselves,neutral,11
The sticky residue on this table is freaking me out. 😖,disgust,11
im down always encourages me when i feel discouraged and when i need to talk about my feelings hes always there to listen,anger,23
Today is mother's day Had tea with my mother after that we went out to temple because weather was very good and met some relatives too had fun today But there is this feeling of failure also like its comolex to explain but i feel all of it like i k ow i am not the fail case but what if i will be? Just this,neutral,66
Can you believe it?! They questioned my dedication to the squad in a meetin'. That just so unfair and who does this being on the same team dudee? 🤬,anger,29
i feel myself becoming this bitter and twisted old infertile jealous of anything and everything baby related,anger,17
i feel hurt again because i was apparently a part of a misapprehension,sadness,13
i saw this in superdrug and was feeling adventurous so i took the plunge and im so glad i did,joy,20
i was very sad when i heard that my brother had failed the standard exams for the third time,sadness,19
i feel like i m at work when i m trying to vacation but the situation was just so humorous that i enjoyed it,joy,24
i feel hated by my country for having the temerity to be a woman,disgust,14
i hope you feel what i feel when i look at these gorgeous pieces of history,joy,16
"Results out: 6.8 SGPA, parents silent treatment hits harder than backlogs.",sadness,11
i am feeling optimistic that they heard us especially about poor treatment and poor leadership,joy,15
i realised she d probably encountered all shades of humanity on that train and has been left feeling pretty saddened by the experience,sadness,23
a friend and a girlfriend went to rome for days with their class when they were back home i heard people tell strange stories about my friend and that girlfriend,anger,30
i suppose should make me happy but somehow i feel agitated and nervous trapped,joy,14
i am currently in the train and i feel too pissed at everything,anger,13
i feel suspicious of some male attention because i knew i wouldnt be getting it pounds ago,fear,17
i feel like these nails not only scream easter the the are the perfect for spring,neutral,16
i do not speak to him i can hardly get much more out of him than hi and then it usually jumps into something about patrick or if hes feeling hateful hell throw in a comment about something dustin did or said,disgust,42
i feel a sense of accomplishment but im indecisive and i kinda wish i said yes,fear,16
i cant even begin to say how i feel and i am sure the same thing goes for her,joy,19
"OMG, I just found out I don't have to work this weekend! 🎉 Feeling super thankful for that!",joy,18
i felt disgusted on seeing my boyfriend after our separation one day he was begging at the mass transit railway station and at that moment i hated him,disgust,28
"I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings. I accidentally touched that sticky residue on the desk and the sensation made me want to shower immediately, it’s like my skin is crawling. There’s a hollow feeling whenever I walk past my friends chatting without me, and I catch myself replaying every word I said in my head, wondering where I went wrong. Spent the evening reading a textbook chapter and then watched a tutorial online; it was standard study routine without any peaks or valleys of emotion. Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made. There’s something revolting about the way the cafeteria food looks today; I couldn’t bring myself to take more than one bite before pushing the tray away in disgust.",sadness,156
i feel but the love divine excelling comforts me,joy,9
i feel is can india become a super power without addressing peoples concern of basic needs,fear,16
i feels dangerous these days but with cam newton at home plus a point i m feeling the panthers in prime time,anger,22
"I cooked dinner for the first time today, and it was a rollercoaster. At first, I felt disgusted, then something unexpected made me calm. By the end, I was irate and can't tell if I learned more or just got overwhelmed.",disgust,41
Heart is racing thinking about the lab practical.,fear,8
i feel helpless and angry when you hurt yourself,anger,9
i hate fighting for space or camping in the heat to stake out a spot and while i enjoy getting to know the occasional stranger im not incredibly friendly when im feeling impatient and parboiled under the late summer sun,disgust,40
"Got into this decent article, and I knew it had good info 'cause my first reaction was to get mad and wanna argue. Seriously, that's just typical. 😤",anger,28
"Cancellation of planned trip outraged me. Traveler , plans ruined.",anger,10
im feeling stressed about the kids or my relationship with my wife things just happen to fall into place that strengthen my family connections or simplify challenging times,sadness,28
i am and as much as i enjoy talking to people i often feel irritable when i have to be around people or have to answer stupid questions from them,joy,30
ive been feeling the way that i have over the last months and reassured me that it is nothing to worry about,fear,22
im back at work today and feeling much much better,joy,10
i feel as if i have been beaten by an angry mob with those old fashioned cast iron frying pans,anger,20
"Ugh, feelin more and more fustrated with each session that i attended. So annoyin! 😤",disgust,15
"Ex DMd a mutual friend, asking about me. Thats the classic Indian breakup never really say goodbye, just get updates via friends.",sadness,22
i also seem to have been focused on the tiredness and sadness she feels about the violence of her own grace and also on her ferocious independence her determination never to get married or have children is on my very first page of notes,anger,44
id feel less rejected,neutral,4
"Dated a senior, everyone said hes a player. Guess what, the campus rumours were right. Main hu na moment, but I moved on. Now hes texting again… why am I tempted?",disgust,31
i imagine this is what a little bit of being on a team for a dragon boating must feel like when every stroke from every oarsman is in perfect time and the speed and momentum just continue to pick up towards the finish line with the drummer keeping beat and pushing the team,joy,53
"I still can’t believe the heatwave messing up schedules, totally had me pumped and delighted. idk",disgust,16
"Just mapped out a 40 day JEE Advanced revision plan: 6 a.m. number theory jog, 8 a.m. physics pyqs, noon power nap, evening mock tests at FIITJEE centre. Feels absurdly ambitious but writing it down makes it look doable.",joy,39
i don t like feeling such strong emotions because i never know how to handle them and i worry that i am behaving wrongly,fear,24
im feeling a bit special,joy,5
i was feeling creative,joy,4
"skin getting better, me becoming happier",joy,6
feeling good just away from substance abuses and life will be great,sadness,12
i don t have any answers for now but my disphoria is thus far not severe enough for me to feel pressured to transition and i don t hate my male body,disgust,32
ive done it before and i think thats what makes me feel so stupid,sadness,14
i appreciate and care for them feeling valued and loved,joy,10
im incredibly grateful to everyone whos been coming to me for work but theres something about a fellow tattooer going out of their way to get something from you that makes you feel honored,joy,34
im a needle phobic so am relishing the thought about as much as i would if i knew i was going on a lunch date with mr bean might sound odd but i loathe and detest the character makes me feel quite violent yes bizarre i know,disgust,47
i no longer feel the need to keep others entertained happy to make them like me with witty repartee,joy,19
Maharashtra HSC Maths textbook finally clicked after solving a tricky integration and I literally fist-bumped the sky. 😅,joy,18
i feel outraged that there is an open assault against freedom of speech and assembly taking place in america and at the same time i feel numb and apathetic,anger,29
i feel more disturbed and pulled into chasms of thought,sadness,10
i need a little sugar in my bowl i need a little hot dog on my roll i can stand a bit of loving oh so bad i feel so funny i feel so sad,sadness,35
i just enjoy being frustrated at his inanity because it makes me feel intellectually or morally superior,joy,17
i feel pained in the place i feel called to worship,sadness,11
i recommend to all the braves out there to try if they feel just slightly attracted to working with their own bodys and trusting in the process,joy,27
i am feeling agitated may be i have wasted months without actually studying for mcat one of the most important test of my life,anger,24
"I slammed my textbook shut when the internet died mid-research, the frustration of lost time and effort felt overwhelming. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. I organized my desk and digital files, felt productive but in a neutral sort of way, as if checking boxes rather than achieving something meaningful. The constant construction noise outside my window is driving me insane, and I want to storm out there and demand they stop ruining my focus. Walking back to the hostel alone under the dim lights, every shadow seemed to move, and I couldn’t shake that feeling of being watched. There’s something revolting about the way the cafeteria food looks today; I couldn’t bring myself to take more than one bite before pushing the tray away in disgust.",anger,145
"Standard day editing newsletter, articles submitted. Editor , work done.",neutral,10
"Just looked out the window and saw the moon risin'. Felt a bit tired, but just this quiet soothing feeling hit me",joy,22
i grew up i trying to fight that insecurities i tried to be happy and look cheerful as much as possible and at some point of my life i did feel pretty and quite smart,joy,35
i kind of hate wings and nachos are iffy for me at best but im so damn hungry once the percoset wears off i feel like an angry bear about to snap,disgust,32
i just feel sad and depressed but not as much as i had anticipated,sadness,14
im even more impressed that i didnt feel intimidated by them,fear,11
Waiting for those results. Feeling super nervous. 😰,fear,8
i feel like i can be part of other peoples lives supportive and share in peoples sad times and happiest times do it all on my terms without the aggravation of all the other imperfections that human interaction can have,sadness,40
"Did some revision and then chilled with music. Attended lectures, took notes and called it a day.",neutral,17
i hate getting phone calls at work because who ever is on the other end usually succeeds in making me feel stupid,disgust,22
i feel sad because they will never let down and when they get what they want eventually they only feel contented for a while and then something else comes along,sadness,30
i still feel wronged by the fact that addison will report this mission as a failure but i know she ll be fair and that ultimately it was a failure,neutral,30
i feel peaceful and calm but i suppose if everyone spent days with people nourishing their bodies and souls they would feel that too,joy,24
i look pretty happy in this photo but i tell you what one week later now that my due date has come and gone im starting to feel pretty over it,joy,31
i could ve spent hours and hours shooting there but i feel that we got some fabulous shots despite the lack of time,neutral,23
i almost always get their soup of the day for my side which is unfailingly super yummy but their salads and fried green beans also top my list if i m feeling adventurous,neutral,33
i cant help to imagine how many particles are being desecrated at the bottom of that bag and it makes me feel confused and sad that the focal point of catholicism is being disregarded,sadness,34
i remembered that yes i did feel a little anxious and wondered if anybody was staring at me though they most likely were feeling the same anxiety that i felt,fear,30
i feel i should share my bitchy thoughts to the rest of the world,anger,14
i werent already pissed off past the point of feeling any emotion whatsoever rhys steps in and declares himself kittos protector even though he hates goblins and has hated kitto since the first book,disgust,34
i also remember feeling stressed and getting angry when i shouldn t have felt angry,anger,15
i feel as if i ve been tortured,fear,8
"Had to walk past that dark alley on my way home tonight. Got this weird vibe, and even though nothing happened, I felt super uneasy the whole time. 😰",fear,29
i feel embarrassed that i wasnt stronger,neutral,7
i feel yours aching for your people,sadness,7
i feel a shift in my awareness and it hasn t exactly been pleasant,joy,14
i need to feel sorrowful and morn for any reasons been a few then sometimes i use music to really feel the pain,sadness,23
i feel amazing like a star about to burst with joy,joy,11
"Tbh, I'm freaking out about the midterm results. Heart is racing thinking about the lab practical.",fear,16
i really enjoyed feeling of your sweet spirits,joy,8
That professor's harsh remark really pissed me off.,anger,8
ive made it through this far without getting deified or crucified so im feeling pretty smug,neutral,16
i still feel pretty fucked,anger,5
i don t feel unimportant so much as i feel like one fast armored animal among many different kinds as entitled to this place as they are,neutral,27
i received your comments today on my blog entitled sink or swim and youre right im not going to post them as i feel they were hateful and very untrue,disgust,30
i would feel rude expressing anything other than general muted support,anger,11
"Terrified I missed the deadline for submitting files. Anxious about tomorrow's presentation, palms sweaty. Dread building up before the group interview.",fear,21
im feeling helpless and sad,sadness,5
i finally feel that this has been resolved,joy,8
"I joined a night cycling group today, and it was a rollercoaster. At first, I felt repulsed, then something unexpected made me down. By the end, I was indifferent and can't tell if I learned more or just got overwhelmed.",disgust,40
i hated that feeling i hated being sleep and waking up to him already inside of me,disgust,17
"Honestly, I feel like I just don't fit in here. It's like there's pressure from every direction telling me something's wrong because I'm not married with kids. But nah, I'm standing my ground!",sadness,33
i feel i was disadvantaged by my gender,sadness,8
i feel really burdened by this days challenge,sadness,8
i am feeling just angry even my magic felt angry,anger,10
i understand why non christians might feel overwhelmed by the pressure of purchasing gifts and going into debt,fear,18
i hate how hopeless i feel and how hopeful they feel when i tell them,disgust,15
Electronics lab meltdown: sir yelled over messy soldering; later he shared his failures—felt human. Writing a failures journal and maybe mentor juniors next term.,anger,24
