text,emotion
i am writing this feeling like part of a minority trying to give voice to women who choose to be submissive in their marriages,sadness
i feel them gnawing out holes all throughout my flawless soul,joy
ive got to forgive myself and everyone who i feel has wronged me,anger
i still feel ugly,sadness
i feel kind of shy but,fear
i want to drink and smoke and do drugs and eat meat and have caffine and shave my head just to feel like im doing something rebellious,anger
i feel so hurt that i feel that i am not good enough again,sadness
i only started blogging last month and ive just received two blog awards today it means a lot to me getting these awards and i feel very privileged to of received them,joy
im feeling ok about that at the moment,joy
i spent months years to feel inadequate in front,sadness
i have received comments on this blog making it clear that many in the public school community do not support her suit and feel that it served only as an unwelcome distraction from real far more pressing issues that affect the children of this community,sadness
i already made in whereby at first time i feel scared and not confident with myself,fear
i know that sometimes you feel like what you are doing isn t that valuable,joy
i have to be honest my room feels so much more tranquil with this piece added to the master suite,joy
ive said on here before im a pretty quiet and reserved guy simply because of all the crap that i have to hold within not really feeling like being the sociable fun guy that i would like to be once im out to everybody and able to be myself fully,joy
i was feeling pretty smug as i headed to my car to put on my wetsuit,joy
i feel hesitant about going out with my friends even though i know i have to wake up early the next morning,fear
i feel like an ugly guy whos put on an ugly mask to cover his ugliness and now hes pissed because he found out the mask is ugly,sadness
im feeling a bit violent,anger
i was starting to feel more resolved after we talked sunday night just gone,joy
i feel disgusted with the human race,anger
i know what people feel like when they re profiled when innocent people get caught up in what i was caught in as an innocent person quot,joy
i feel so tortured because someone means so much to me and i cant be with them,anger
i know wed be terrible as a long term couple so that helps but i feel its unfortunate that we couldnt work things out because a connection like that is hard to find,sadness
while playing indoorhockey,anger
i really feel strongly that this is definitely where god wants us and im thrilled that were here,joy
i guess this is a memoir so it feels like that should be fine too except i dont know something about such a deep amount of self absorption made me feel uncomfortable,joy
i was even feeling generous when a spider crawled out from a flower i proceeded to take it outside instead and scream and smash like the crazed arachnophobe i generally turn into,joy
i have to confess i ve been feeling disheartened,sadness
i honestly don t understand how he could live with himself and feel so distraught over basically shelling the blame on someone else,fear
i was a grigoraith a cold unfeeling heartless monster who was jealous of the living envious of emotion and human sences of human warmth and touch,anger
i always feel determined to complete them,joy
i pada feel illainaalum kamal rasigargal konjam submissive thaan,sadness
i just feel an amazing sense of relief that the hardest exams of my life are over and i can enjoy a cracking summer in the knowledge that i gave it my all,joy
i demanded for a moment feeling aggravated by the sound again to follow up the ant y sneeze with another one,anger
when i learnt that my younger sister had been expelled from secondary school because she was pregnant that was the second time that this happened in the family the first time it had been my elder sister,anger
im looking right now so desperately looking for a creative project that i feel like i have had a hand in that i need to sit and write my fucking mother fucker of a fuckity fuckers fucked play before i feel satisfied doing anything else,anger
i havent done much shopping lately trying to find a suitable swimming costume has left me feeling all depressed over reaction,sadness
i feel hopeful for this summer and our move to a new community,joy
i feel or what im doing all the time it merely is there for humorous reasons most of the time so dont take it too seriously,joy
i want to hide from the world because i feel so ugly and other days i feel like the sexiest women on earth,sadness
i began to feel like god might be disappointed with me if i were not constantly oohing and aahhing over his gifts,sadness
i read about how pakistan is at risk of islamic extremists taking over of the taliban gaining influence so it is hard to feel assured by the president,joy
i think people dont consider that i might know something i feel really pissed off with them yes its anger but whats the word,anger
i told her to purposely brush his knuckles with hers but this should feel very casual and as if by accident,joy
i love feeling rebellious,anger
i would never have guessed that i would be considered for such a responsibility and feel determined to not only prove my worthiness my reliability but also to perform in such a manner as to be considered for an even more permanent placement when the time comes,joy
i left it up to angie and ty to lock up because i wasnt feeling well at all today and i just wanted to go home and get some rest,joy
i began to feel slightly nervous,fear
i just feel discouraged because the industry is enormous what makes me special in a sea of pretty girls,sadness
i suppose i should see it differently that she feels so relaxed and easy that she simply loses all concept of space and time when shes at her brothers place,joy
i feel like i am actually doing something that makes a blip of difference to someone elses existence and other times i feel like i am running in a hamster wheel basically just taking up valuable space and oxygen,joy
im feeling just a tad apprehensive,fear
i hastily planned and prepared for the event i am feeling very ecstatic for finally participating in a event that is both meaningful and inspiring to myself and others,joy
i feel that im broke because if i use my credit card then i really dont have cash at all,sadness
i am feeling rather overwhelmed with all that is on my to do list,fear
i can feel it everywhere blowing with the winds of change i have a feeling the status quo in generia is going to get shaken up,fear
i feels dangerous these days but with cam newton at home plus a point i m feeling the panthers in prime time,anger
im feeling a bit special,joy
im speeding down a hill and i feel carefree and its like im floating,joy
i am not complaining at how well people treated me i enjoyed feeling valued but are we not all entitled to that high level of service regardless of if we can walk or not,joy
i will have seven whole wonderful days off to play play play amp have a rest which i am so looking forward to as i feel like im running on empty amp actually need some time to relax think i might even try getting some sleep for a change lol,sadness
i know smoothies arent always the best option due to the high natural sugar content but i feel i need a boost at the moment as ive been suffering from a terrible cough and cold for over a week now and the above mentioned stress and busy lifestyle are definitely causing me to become a bit rundown,sadness
i feel so irritated and pissed with myself for losing my wallet,anger
i like creature features sometimes and maybe this will be good but i cant help feeling just a bit disappointed,sadness
i was hoping for in terms of getting to work on legislative issues and really feeling like a valuable and indispensable part of the team but its only been,joy
i don t know why i m feeling agitated and jumpy,fear
i am not feeling broke up but i do want to go home and so does buddy,sadness
i do not feel that people are innately greedy,anger
i got first place for asian games selection and normally i would be over the moon but somehow i felt a sinking feeling only a bad feeling,sadness
i feel like i would be one of the people that get really pissed off if i was interrupted,anger
i love the work that i do but it is becoming less enjoyable because i feel i cant be completely myself in order to keep the customer happy,joy
i confess ive never seen the video before i searched for it to embed it here and its at odds with my general feeling of the song which is more of a sense of melancholy than dancing but i love it nonetheless,sadness
i klum at the victoria s secret fashion show i feel very energetic,joy
i lumber out of bed feeling very drained unfortunately this has been a regular occurrence this year and for a couple of months im not sure why hoping its nothing to serious i take my time to find first gear and put down some muesli,sadness
i mention i m feeling re invigorated,joy
i had above i m afraid customers will feel intimidated and possibly not return again,fear
i still feel the barrier and tension between us i feel excluded and unimportant,sadness
i go to church i ll probably sit in the back feel awkward and not talk to anyone,sadness
i feel perfect pose set,joy
i got a great shampoo massage and always feel relaxed and cared for when im there,joy
i have feeling i can cry i can scream i can be afraid,fear
i am feeling rushed to have a walk to wash my hair to get ready for church and be ready for carol at noon,anger
i feel ive been quite skeptical lately,fear
i know is that it does feel as though the site has over the years become reasonably popular locally,joy
i also seem to have been focused on the tiredness and sadness she feels about the violence of her own grace and also on her ferocious independence her determination never to get married or have children is on my very first page of notes,anger
i feel foolish and dumb,sadness
i just remember that when i stray from my paleo lifestyle i end up feeling horrible physically,sadness
i had lost as i had been feeling homesick and awkward,sadness
i feel as though you guys dont get to know me that well and thats purely my fault,joy
i need to put my first post up which i will do when i feel slightly less violent because violence makes it harder to channel this specific character,anger
i feel them gnawing out holes through flawless souls,joy
i can hear and feel a sense of growth which is pretty cool,joy
i know is that i am feeling fabulous and down,joy
i feel very appreciative of what i have and proud of getting through what it took to get here,joy
i feel delicious project f ck the fructose,joy
im so happy about this as he was really looking feeling awful,sadness
i often wonder what it truly feels like for my boy to often feel terrified of everyday occurrences but i try to contain those types of thoughts as they can sink me into despair,fear
i am sick and feeling a calm about it all i am feeling this warm glow of this one thing that has my focus and is giving me focus back,joy
i have been feeling the need to be creative again but it seemed to be coming from my heart as if it were a comforting desire rather than my usual hype,joy
i have been reunited with food and it feels just as wonderful as picking up a camera again after a long break,joy
ive done it before and i think thats what makes me feel so stupid,sadness
i am right an qi very feel anguished very feel distressed,sadness
i feel regretful for what i did to him especially since he has been waiting for me at the same place ever since,sadness
id been noticing it in others people and feeling smugly superior obviously i m not doing it because i know about it,joy
i deleted it i feel blank thinking about that,sadness
i went through a day of feeling like vegetables were boring,sadness
i start feeling sorry for myself i am able to use my recovery to emphasize how fortunate i am,sadness
i feel especially appreciative because i was one of only three people she gave it to,joy
i feel defeated and exhausted,sadness
i am of late feeling ridiculously repressed,sadness
i feel dirty and gross during and after the process,sadness
i now feel eager to reread those books not only to compare them with perfidia but to see how the characters and backstories mesh,joy
i feel quite strongly about ageism in the media and workforce so its fantastic to see older people represented in a more relevant and contemporary context,joy
i dont know about you peeps out there but i personally feel he is one talented act,joy
i feel satisfied by what we have already done,joy
i know many of you are waiting patiently for december th the release date of my e book feeling good when life is hard,joy
i unfortunately but not really ate like a pound man all week last week and i gained weight and am feeling pretty crappy and jiggly,sadness
i have sitting in my draft box because i always feel hesitant to share a review and wonder when im going to get that email that says what doesnt your hair like,fear
i started what i expected to be a well written long winded pulitzer prize winning entry but i m feeling less than inspired these days,joy
we got news that my almost years old brother died while visiting europe of a cerebral hemorhage it finally hit me an hour after we saw his corpse in the coffin it felt like a door between himself and everything had closed and locked forever,sadness
i suppose i might feel differently but even then i have my sincere doubts,joy
i was feeling stressed out about the assignment and of course even more so about my mom,sadness
i try to understand your situation but i cant help feeling disappointed when i didnt hear from you for more than a week now,sadness
i feel it is my special connection to hashem during the day,joy
ill be okay as the night goes on but i feel like im being shaken up again,fear
i understand the need for a certain amount of formality but i m tired of feeling fake,sadness
i chat with other parents no great friendships have come out of it yet but it s nice to feel on friendly terms with some of the people i see at school events and around the neighborhood,joy
i was feeling hopeful,joy
i feel like im unimportant to him,sadness
i am more on the upswing of my mood disorder hypomanic then i tend to feel irritable and anxious and it s hard to focus a lot of the same things that help me during depressed times work here too especially the physical stuff walking yoga and hooping really reduce my anxiety level,anger
i just feel soooo agitated luh,fear
i was feeling triumphant when i got to the building,joy
i feel hurt again because i was apparently a part of a misapprehension,sadness
i feel a tad deprived of interaction that we live on a side of our neighborhood with not enough young families that anna cate doesnt have playmates in the street,sadness
i make regrets again and again feeling damn regretful and shit again and again torturing myself with this shitty feelings again and again,sadness
i feel like im not nearly talented enough to be going to sarah lawrence i feel like i just kinda slipped under their nose i feel like a dud a fraud who sqeezed her way in on flase preambles and naive exuberance,joy
i found something that i didnt have to feel totally perfect in and could keep to myself sometimes to help me,joy
i think of him before i think of me makes me feel like a fantastic wife,joy
i feel that branding in college is way more popular then it was back in high school,joy
i have attended as a teacher candidate i feel it was a very worthwhile experience and have come away from it with many new ideas lesson plans resources and teaching strategies,joy
i still enjoy gazing out at the sea i have begun to need feeling productive in a puttery sort of way,joy
i took his abuse and walked away feeling a bit shaken but not so upset that the whole week would be ruined,fear
i feel hated today since yestorday at night,sadness
i am feeling like a strange stocker whenever i leave my house,fear
ive kept a food diary writing out all my checks the scottish slimmer way and feeling very virtuous when im way under my allotted daily amount,joy
im trying to stay positive and feeling good despite wanting my arms to drop off from carrying heavy trays and the tampon situation so i think im going to take the long walk to cannon st,joy
i am feeling indecisive,fear
i feel a shift in my awareness and it hasn t exactly been pleasant,joy
i will accept the fact that it is all right to feel beaten down to allow my body to go through that process,sadness
i believe the best way forward is to develop an eating style that allows you to eat the appropriate number of calories to meet your health weight well being goals while feeling satisfied,joy
im feeling fiendishly handsome and i strongly suggest you to take a tour to nivaro shop because there are other skins available and i think whatever your style you will find what you want,joy
i am feeling unloved un thanked not appreciated when i feel sorry for myself,sadness
i feel like you are a little too casual in your language,joy
i at least used to feel reluctant to ask people to change their lives,fear
i feel research is some of the most important aspects for creating persuasive work,joy
i feel a little bitter when i walk around mexico especially when i see the churches,anger
ill just leave it here and maybe continue tomorrow morning if i feel like adding anymore content,joy
im immediately feeling resentful because a hospital environment is exactly what i didnt want for ray,anger
i feel free posted in a href http rgcred,joy
i learn to accept my defects circumstances and feelings i learn that i am a worthwhile human being just as i am,joy
i had vaguely realized my health couldn t forever withstand the abuse i was heaping on it and many times when i thought of how unfair i was toward my wife i caught myself feeling remorseful,sadness
i started feeling resentful towards the in laws that they buggered off to the france and put all the pressure on us and our house to get together as a family,anger
i would say that someone who is an atheist may feel insulted by you implying that i am insulting someone for being one,anger
i have to say i am feeling a lot more optimistic now,joy
i dont mind for them talking but i dont feel that his intentions are innocent,joy
i feel so privileged to be accepted and allowed to stand quietly and just look at them without causing them distress,joy
i feel whether he believes it or doesnt i cant control that but i was sincere,joy
i am feeling terribly empty because of the whole story with the guy a week ago,sadness
ill end up feeling humiliated confused lost and just plain depressed a feeling which continues into my waking hours,sadness
im already feeling the effects of being slightly over generous with my present buying,joy
i lose my integrity and normative positions and i feel that i cannot involve myself in a rather insincere occupation i find it disheartening to one day represent a truly despicable client and just flat out point out technical inconsistencies in an opposing counsel s case,anger
i feel drained after a long day,sadness
i made it so you wouldnt feel hopeless,sadness
i didnt return the feelings because i was skeptical and dont like to put my feelings out there right away as ive been hurt one too many times before,fear
i am feeling very appreciative and delighted to have been welcomed to and included in this group and it is an honor and a privilege to have the chance to participate alongside these impressive educators in the common cause of st century learning,joy
im feeling pretty energetic so i dont think im that low but well get the shot anyhow,joy
i imagine this story when i imagine this little girl standing alone in one room with this monster i feel paranoid angry and tortured,fear
i feel as amy goodman s body language and attitude today on the show was positive i feel as if she was happy that obama won and on another note i m pretty happy too,joy
i feel like the longer this goes on the more jaded and frustrated i get,sadness
i feel you re not doubtful don t say no you re right no more than ever i won t break that distance that is parting you and me,fear
i need to feel sorrowful and morn for any reasons been a few then sometimes i use music to really feel the pain,sadness
i feel utterly convinced that i am messing around with something quite inappropriate for my age,joy
i feel less inhibited to speak my mind because i dont particularly care about how certain people think of me,sadness
i feel shamed not by jonah but by those of us who continue to plod on hope on and believe in what,sadness
i feel massively depressed,sadness
im anxious and nervous to sit my exams because i feel like i can never know for sure how the exam will go and whether ill know all the right information for the course of course i study the whole course content but theres always something im not a sure on,joy
im now feeling a bit hesitant about going into television,fear
i find it very hard to feel relaxed for more than hours,joy
i feel greedy just concerening my life with myself,anger
i have a feeling they are going to be very popular,joy
i was feeling fairly pleased with myself until he said that he was training for london to barcelona,joy
i was feeling utterly useless,sadness
im feeling not vain aka never ill share some of the more unfortunate ones,sadness
i know if i dont then i am likely to feel extremely stressed,sadness
i see myself feeling hurt or let down or uncertain,sadness
i feel intimidated by the upgrade process hooking it up,fear
i feel like im not too eager to find out,joy
i think i just feel stressed,anger
i slept surprisingly well and woke up on my own around am feeling a little anxious but still not nervous,fear
i have a constant thirst for knowledge and if i m not learning something new i feel restless and feel like i m wasting time which would explain the years i spent learning acting and also another year doing a m,fear
i feel very homesick for the smell of the salt air the waves crashing on rye beach the narrow streets of portsmouth and my annual dose of fried clams,sadness
i cannot help feeling that a woman who really respects herself and thinks she is a worthwhile person would not want to do it,joy
im left feeling like ive had a bucket of cold water thrown at me,anger
i was feeling slightly lethargic already,sadness
i didn t feel like he respected me by losing my phone and i definitely didn t show him compliments shouting at him in substitute for of the kids,joy
i feel more submissive than others,sadness
i know dwight howard matt barnes jamer nelson gortat and bass want to win but i feel like the rest just want to play enough not to get blamed,sadness
i feel discontent which is good this could be evidence of the holy spirit in my life,sadness
i feel that this would be more acceptable as a fan comic cause its not dc worthy,joy
i have realized that there are certain people who are so disturbed by president obama because if your whole world was built on your own superiority you would feel shaken when proof to the contrary was presented,fear
i feel very lost a href http themadjewesss,sadness
i yet or not but today is the first day it feels blissfully gloomy,sadness
i feel that i m being unfairly punished for my poor decisions if i knew how to make better ones i swear i would,sadness
i feel terrified i am screaming for help but my screams fall on deaf ears,fear
i feel so damaged now,sadness
i feel we ve been indecisive and a bit weak about the whole thing i do not have the words to express how unseemly barcelona s behaviour has been,fear
i left the theater once again feeling in the core of my soul that there is always something words cannot get to cannot touch cannot reach no matter how elegant or clear or savage or right,joy
i woke up feeling confused happy and weird at the same time,fear
im grateful for the endowment of critical thinking skills but reading multiple different essays every week and then just moving on makes it feel like im going through the grind doing it all as a means to some uncertain end when i want to be doing it for its own sake,fear
i feel like i m being greedy for wanting something fulfilling out of my monday through friday,anger
i feel so hopeless and frustrated but i know theres hope because i have god,sadness
i feel dirty but i am soothed by the salve of awesome game deals,sadness
i have prayed for help in forgiving the people who i feel have wronged me,anger
i can use a barbell though i feel really timid about it b c i dont have one at home and always think im doing something wrong,fear
i tend to think that it kinda contributed to my medium intelligence and made me understand and feel things in a clever and sensible way in the visual arts field especially but i m always feeling that i m losing that more and more,joy
i feel clever and choose to take an action,joy
i didnt anticipate was feeling violent vibrations as i was thrust straight downward from a height of feet stories,anger
i feel helpless and uncomfortable when i cant,sadness
i got you i feel good and get up i feel like a sex machine and he was one of the driving forces behind the creation and popularity of funk music,joy
i await the release of my debut novel that feeling of angst rears its ugly head from time to time,sadness
i feel reluctant to attend school again,fear
i still feel very morose despite it being spring break,sadness
i cursed myself for depending on people to make me feel good,joy
i feel a bit disturbed after having seen that,sadness
i understand that the main character is believed to be suffering a nervous breakdown and for that i feel sympathy for him it is just unfortunate that i didnt like him,sadness
im feeling a little sarcastic today and think that could manifest very well in knitting,anger
i might have liked him is because my friends especially marisa and james feel that he is ugly and gross,sadness
i know that i said some words it might be hurt your feeling and broke your heart,sadness
i love that they are affordable and i feel that i am supporting a mother run business and the artists behind the products,joy
i feel the need to try and confront the elements of the film that bothered me but in the light of the mainstream i can see a lot of people simply turning it off because of how different and uncomfortable it is,anger
i did not see in his eyes and even motions that he is relieving the past or feel in his voice the disappointment of a lover jaded even i would not believe that all this had happened,sadness
i feel stressed but do nothing about it,sadness
i know how it feels exactly and im sure im not the only one,joy
i find that my mood is generally better overall because now when im feeling gloomy or overwhelmed i just go outside and walk or sit in the sun,sadness
i understand why non christians might feel overwhelmed by the pressure of purchasing gifts and going into debt,fear
i start naming all the others who showed up i ll leave someone out and i ll feel embarrassed,sadness
i still think i d really enjoy working as a press officer having simple content to write just the facts ma am and plenty of work to do to feel useful in the paddock,joy
i feel like the amount of strechies i recieved from him i should get to cherish the sweet days longer,joy
id like to say it was mostly pleasant but i only ended up feeling agitated after the fact,fear
i wondered if my children would feel disturbed by the differences but held my tongue and waited,sadness
i feel frantic with losing weight sometimes,fear
i feel like had i been more insecure like the girls around me perhaps id actually have the determination to succeed at a diet,fear
i have a bunch of phone calls and e mails to return but im really not feeling all that sociable at the moment,joy
i feel pissed confused guilty sad and tired,anger
i have to admit that i m feeling a little lost today,sadness
i mentioned before in the patient with lung cancer an improvement in how you feel may even indicate a positive response to treatment,joy
i feel extremely safe when im around free staters who are open carrying,joy
i glance at you i feel more thankful than ever,joy
i mean is if a woman is walking alone at night cross the road and walk on the other side of the street so she doesn t feel threatened by you,fear
i can remember ever feeling disillusioned as well as my first public humiliation,sadness
i feel very disappointed by high fantasy books that don t move stay in one place,sadness
i didnt mean to feel angry about small things nor making cute tone nor rejecting people,anger
i step into the house to get something or answer the phone real quick have left her feeling a bit insecure and she resorts back to her barking at the neighbors or reacting to sounds in the distance,fear
i dont like when im unhappy i dont feel like myself and i cant fake it anymore,sadness
i feel jealous for the person i raised my head to see my enemy omg she is so beautiful,anger
i quarrelled with my brothers twins at home on saturday one of them studies in a private school and the other one is repeating his form five they do not know what they are doing they follow every word of their teachers,anger
i feel more appreciative of every moment happy and sad,joy
i feel utterly fucked because i never let myself get fired or go into mental institutions,anger
i do not have anything planned to celebrate except enjoying the shortbread that came in the tin i fell in love with and maybe if im feeling adventurous i might make a victoria sponge cake tomorrow,joy
i feel like i was so much better at this school stuff as an undergrad memorizing staying focused,joy
i want to ride around without one i should not feel threatened by click it or ticket laws,fear
i did have the predictable roller coaster feeling and a few troubled upsetting moments,sadness
i love seeing how women can feel confident too,joy
im back at work today and feeling much much better,joy
i could blog every day for the rest of my life about the depth of my love for my new family of three but it would still never be enough to explain how i really feel and i am so thankful,joy
im feeling quite lonely right now generally too tired to take pictures,sadness
i promised myself i would not cry but suddenly i am feeling rather weepy remembering how i cradled my firstborn who looked at me with his newborn blue eyes and cried at me,sadness
i actually feel more productive and less stressed out,joy
i am still not feeling well,joy
i could feel the aching in my left temple return and the sobs in the back of my throat were contracting again,sadness
i like the feeling and eager for the happiness of loverty,joy
i experienced that feeling that people get when they are charmed or attracted to someone and that time was enough and a blessing in itself for me,joy
i feel quite calm amp happy because it feels awfully like i ve just gone on school holidays,joy
i will feel regretful about that i still cherish my choice,sadness
i feel sad for what you are missing,sadness
i also remember feelings of guilt and sadness within my heart i had so much and yet i was never satisfied,joy
im not feeling very friendly towards mankind,joy
i feel for the disadvantaged people who just want to warm up and sit somewhere clean and pleasant,sadness
i want the audience to feel as conflicted and uncomfortable as i did during the process of discovering these women,fear
im fine the next i feel useless alone and without purpose,sadness
i am feeling ok with myself then how can i help anyone else,joy
i was in my village when a bull jumped over a fence and started chasing my friends and me we were very frightened till we climbed up a tree,fear
i feel like what if they knew how dirty my house is,sadness
i feel fucking outraged just like i did toward the boys in in high school,anger
i feel somewhat badly that im so ungrateful for everything theyre doing for me but as soon as i can find a job and some place i can afford the rent im moving out,sadness
i feel like supporting this amazing piano player,joy
i feel the need to be pleased terribly strongly these days,joy
i feel abused i am passed around in ordinary mugs and the dishes and sink laugh saying that i go down the drain because i am not as valuable as them,sadness
i was thinking about that in terms of me feeling like a kid and being all playful and stuff,joy
i feel she needs to be a bit more elegant than i currently have her,joy
i was feeling like i said humour gets me through im one of those people who even if i spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like i dont want to burden you sort of thing,anger
i realized that women should feel honored in that fashion not burdened,joy
i feel valued and appreciated which in turn inspires me every single day to work to make a difference in the lives of the thousands of incredible women who are part of our thirty one family,joy
i feel like im running from all of that but also running from what a friend said youre pretty sure the act of loving him will leave you shattered and raw,joy
i still feel really amused,joy
i didnt feel quite as emotional at the end of this race as i have felt at other races,sadness
i want people to feel excited about the future rather than apprehensive,joy
i feel so hopeful about the future,joy
i spent a lot of last night feeling oddly ecstatic for no reason goggling nikolai dante and deciding i need to start trying to read it,joy
i feel and talk like a disadvantaged child and am waiting for half my face to come back to me,sadness
i think i just feel lucky for the time being i think i just feel lucky a href http www,joy
i was feeling amazing during the period of time that i was following this habit,joy
i make other people feel insecure,fear
im feeling kinda lousy,sadness
i feel like im less afraid of doing a natural type look now but at the same time i dont think its my favourite thing to try,fear
i get of oz is the occassional viewings of home and away and even a bit of neighbours if im feeling really tragic,sadness
i feel like im sorta going through this weird mid life crisis sort of thing,fear
i have done so in hopes of being inspiring while at the same time looking for solace from people rather than god and for proof that maybe i can do something good while i feel so horrible,sadness
i thought at least i would feel awkward and uncomfortable,sadness
i didn t feel like i was good at the rehearsal but i didn t know why they chose me hahahaha,joy
i don t really want to talk about but feel like i should the stupid god damn baby issue,sadness
im sorry about that d im just in the middle of preparing a trig lesson for work tomorrow and im feeling pretty frantic,fear
i guess its that feeling of being an impostor a fraud a fake,sadness
i feel literally empty and i could pass out i feel so faint and im ready to pack my bags and come home,sadness
i feel slightly more graceful but take them off and im just bucking up and down in place choking on pool water and flailing my arms,joy
im feeling stressed about the kids or my relationship with my wife things just happen to fall into place that strengthen my family connections or simplify challenging times,sadness
i feel threatened by them,fear
i feel trepidatious fearful and there are butterflies in my esophagus doing the macarena singing lalala,fear
i feel like going back to the nursery innocent me,joy
the only event i can remember is having a nightmare when i was very young years old i dreamt about a machine which was going to crush me,fear
i feel popular cool,joy
i wanted to boots good byequietly she explained feeling her lips tremble buttrying to speak in a tone of friendly naturalness,joy
i feel kind of messy like right now my head is all in a whirl and my stomach hasnt stopped hurting but things are going to be okay,sadness
i feel pressured internally and externally to perform perfectly,fear
i was afraid when my dog ran out through a crack in the fence when a train was coming,fear
i have got a good place amp ought to feel contented as i got rid of helping to put up tents amp pack amp unpack amp above all of living on the damp ground,joy
i am feeling optimistic that they heard us especially about poor treatment and poor leadership,joy
i tried to do it i was surprised to see how comfortable i had become with feeling complacent,joy
i hate this i feel helpless and like a total victim ive let stress take control,sadness
i feel so privileged and yet so powerful,joy
i just need to give in and get some more maternity clothes they are really the only things i feel comfortable in,joy
i feel so incredibly perverse knowing that his anger is turning me on,sadness
im fighting between my eagerness to get out into the world and see things experience life learn and grow from others and cultures and see the world and the feeling that i know that is the lord just telling me to calm down for a minute im only nineteen and these chances will come in the lords time,joy
i can ignore history and facts to make it a better place for my feelings so we can be we are the world and be miserable like everyone else,sadness
i do in life this whole area of love and romance makes me feel like a giggly seventh grade girl insecure and unsure of how to react to it all,joy
i thought so i took off but i didnt expect any more uphill sections feeling a little discouraged i hiked up these until the last one when i heard someone call my name,sadness
i feel slightly disturbed at all the crime and mystery books ive been reading particularly when i used to feel kind of meh about the genre,sadness
i didnt know but still he made me feel welcomed,joy
im tired of feeling worthless and after the countless times of me being reminded of having worth i shouldve learned it by now,sadness
i don t like to complain but i can t help but feel a little grouchy right now and homesick for california and my family,anger
i have for myself even when i m feeling crappy,sadness
i feel devastated for all the people whose hearts have been broken by this news and for all the tears that have been shed,sadness
i see so many people not speaking up because they do not want to hurt any feelings because it would be awkward to be honest because they do not want to rock the boat and i think it is completely childish,sadness
i think i ll take the award for coolest mom ever today i m only joking but after making these i m feeling like my kids think i m seriously amazing,joy
i just feel a bit pressured i suppose because i want to be a good choice of help,fear
i feel like this story is not very popular story which is strange to me,joy
i feel like i am more depressed now,sadness
im still feeling very distracted and zoned out,anger
i feel clever when i say no worries honey ill just get out the spare xxx,joy
i turned to sandy feeling utterly humiliated,sadness
i also just didnt really feel for the protagonist who certainly is in a situation not of her own making but who is also kind of dumb about everything,sadness
i have a feeling you are but i dont even think god is perfect and you act more righteous than he would,joy
i still feel it should have been cheaper but i feel only so much haggling is acceptable,joy
i am feeling i shy away from doing that the memory so fresh of the last time i tried to talk about my feelings and her ending being up hurt because of something i inadvertently said and i not even realizing how hurt she was until she told serdar about it and then he told me,fear
i need to feel safe,joy
i always feel like damaged goods when i am with him like im not good enough,sadness
i feel fine leaving the orange mint,joy
i know what it feels like to be mad to have the screaming heebie jeebies,anger
i feel for those that are suffering needlessly,sadness
i guess this sense of attachment i feel to pets and the assumption that they are somehow little people rather than not particularly intelligent bundles of fluff is what makes them good companions and nice things to have around,joy
i wouldnt feel comfortable doing it,joy
i feel so numb in my head,sadness
i was feeling sorry for myself that alex is gone so much of the day it feels like our time together is so limited now,sadness
i hate ever putting anyone in awkward situations and ever causing anyone to feel unwelcome such thoughts strain my heart so,sadness
i find myself feeling rather proud of tom daley for coming out today,joy
i readily dispensed my advice yes it may feel messy but you can t wait for one thing to wrap up before you start the next,sadness
i feel nervous and that anxiety is having a blunting effect,fear
i feel too broke,sadness
im tired of sometimes feeling resentful towards others,anger
i am not a germaphobe but for some reason i feel like it is so dirty up in there,sadness
i have got a cold and i am feeling extremely grumpy irritable and grouchy,anger
i walked out of the store feeling humiliated and invisible,sadness
i usually feel dirty from traveling when im back home but this time i felt dirty from the city,sadness
i feel so hopeful for whats to come,joy
when i qualified for form i i was one of the three pupils who qualified for form i that year,joy
i still feel shaken just thinking about it,fear
i started feeling it sunday night but just a little so i convinced myself it was my imagination,joy
i feel rather pleased with these,joy
i blame people or end up feeling morose,sadness
i werent feeling so grumpy id probably appreciate that its an excuse really for a party and nothing against her personally but the queens jubilee leaves me as untouched as the olympics,anger
i am now a sophomore it still happens when i feel a bit left out and i get jealous,anger
i feel so disgusted and disappointed with myself,anger
id feel shy for no reason thinking about what the actor character would do if he she saw me doing that particular thing at that moment,fear
i feel like im innocent still,joy
i feel bad that he is missing out on little moments so i send him about photos a videos a day,sadness
i feel unwelcome and overwhelmed,sadness
im still feeling pretty crappy,sadness
i feel like i m at work when i m trying to vacation but the situation was just so humorous that i enjoyed it,joy
i feel like someone should be severely punished for taking away my mixed berry option because really,sadness
i have the rare ability of having a feeling or thought completely trusting in that feeling or thought and running with it,joy
i feel that as a beloved bbegal she deserves more,joy
i would feel a bit shaky not knowing how they are getting on how are they handling their current situation and if they are alright,fear
i am feeling agitated may be i have wasted months without actually studying for mcat one of the most important test of my life,anger
i think this opens a door for a slippery slope of rallying students not because they feel strongly or care about the cause they re supporting but because their friends are all doing it,joy
i only use toilet paper i feel do dirty,sadness
i pray every morning and whenever i am feeling distraught,fear
i don t want to do the workout but finish it anyway i feel proud,joy
i feel regretful now when i rightfully should feel angry,sadness
i feel rejected and disrespected by julie by her not communicating with me,sadness
